name, sex, hobby
1, m, 1
1, m, 3
1, m, 2
2, m, 1
2, m, 2
3, m, 1
3, m, 2
3, m, 3
4, m, 1
4, m, 3
4, m, 2
5, m, 3
5, m, 1
5, m, 2
6, m, 2
6, m, 1
6, m, 3
7, m, 2
7, m, 1
7, m, 3
8, m, 2
8, m, 3
8, m, 1
9, m, 3
9, m, 1
9, m, 2
10, m, 1
10, m, 3
11, m, 2
11, m, 3
12, m, 1
12, m, 3
12, m, 2
13, m, 1
13, m, 3
13, m, 2
14, m, 2
14, m, 1
15, m, 1
15, m, 2
15, m, 3
16, m, 2
16, m, 3
16, m, 1
17, m, 3
17, m, 2
17, m, 1
18, m, 2
18, m, 1
19, m, 1
19, m, 3
20, m, 2
20, m, 1
21, m, 2
21, m, 1
21, m, 3
22, m, 3
22, m, 1
22, m, 2
23, m, 2
23, m, 1
23, m, 3
24, m, 1
24, m, 2
25, m, 2
25, m, 1
25, m, 3
26, m, 3
26, m, 1
27, m, 3
27, m, 1
28, m, 2
28, m, 3
29, m, 1
29, m, 2
29, m, 3
30, m, 2
30, m, 1
30, m, 3
31, m, 1
31, m, 3
31, m, 2
32, m, 1
32, m, 2
33, m, 1
33, m, 3
34, m, 1
34, m, 3
35, m, 3
35, m, 1
36, m, 1
36, m, 2
36, m, 3
37, m, 1
37, m, 3
38, m, 2
38, m, 3
39, m, 2
39, m, 3
39, m, 1
40, m, 2
40, m, 3
40, m, 1
41, m, 2
41, m, 3
41, m, 1
42, m, 3
42, m, 1
43, m, 1
43, m, 3
44, m, 1
44, m, 3
44, m, 2
45, m, 1
45, m, 2
45, m, 3
46, m, 1
46, m, 2
47, m, 2
47, m, 1
47, m, 3
48, m, 2
48, m, 3
48, m, 1
49, m, 3
49, m, 2
49, m, 1
50, m, 1
50, m, 2
50, m, 3
51, m, 3
51, m, 1
52, m, 3
52, m, 2
53, m, 2
53, m, 1
54, m, 1
54, m, 3
55, m, 1
55, m, 3
56, m, 2
56, m, 3
57, m, 1
57, m, 3
58, m, 2
58, m, 3
58, m, 1
59, m, 3
59, m, 2
60, m, 2
60, m, 1
60, m, 3
61, m, 1
61, m, 3
61, m, 2
62, m, 1
62, m, 2
63, m, 1
63, m, 3
64, m, 1
64, m, 3
65, m, 1
65, m, 3
66, m, 3
66, m, 1
67, m, 3
67, m, 2
67, m, 1
68, m, 2
68, m, 1
69, m, 3
69, m, 1
69, m, 2
70, m, 2
70, m, 1
70, m, 3
71, m, 1
71, m, 3
71, m, 2
72, m, 2
72, m, 3
72, m, 1
73, m, 1
73, m, 2
73, m, 3
74, m, 3
74, m, 1
74, m, 2
75, m, 3
75, m, 2
76, m, 1
76, m, 3
77, m, 3
77, m, 2
77, m, 1
78, m, 1
78, m, 2
78, m, 3
79, m, 1
79, m, 3
79, m, 2
80, m, 2
80, m, 3
80, m, 1
81, m, 2
81, m, 3
82, m, 2
82, m, 1
83, m, 3
83, m, 1
84, m, 3
84, m, 2
84, m, 1
85, m, 1
85, m, 2
85, m, 3
86, m, 3
86, m, 2
87, m, 1
87, m, 2
87, m, 3
88, m, 3
88, m, 1
88, m, 2
89, m, 1
89, m, 3
89, m, 2
90, m, 1
90, m, 2
90, m, 3
91, m, 1
91, m, 2
91, m, 3
92, m, 1
92, m, 3
93, m, 1
93, m, 2
93, m, 3
94, m, 1
94, m, 3
95, m, 3
95, m, 2
95, m, 1
96, m, 3
96, m, 2
96, m, 1
97, m, 3
97, m, 1
97, m, 2
98, m, 1
98, m, 3
99, m, 2
99, m, 3
99, m, 1
100, m, 1
100, m, 2
100, m, 3
101, m, 3
101, m, 2
101, m, 1
102, m, 3
102, m, 2
103, m, 2
103, m, 3
104, m, 2
104, m, 3
105, m, 2
105, m, 1
106, m, 2
106, m, 3
106, m, 1
107, m, 1
107, m, 3
107, m, 2
108, m, 2
108, m, 3
109, m, 1
109, m, 2
109, m, 3
110, m, 1
110, m, 2
110, m, 3
111, m, 1
111, m, 2
112, m, 2
112, m, 3
112, m, 1
113, m, 1
113, m, 3
114, m, 3
114, m, 2
114, m, 1
115, m, 2
115, m, 3
116, m, 3
116, m, 1
116, m, 2
117, m, 2
117, m, 3
117, m, 1
118, m, 2
118, m, 1
118, m, 3
119, m, 1
119, m, 2
120, m, 3
120, m, 2
120, m, 1
121, m, 2
121, m, 3
121, m, 1
122, m, 3
122, m, 2
122, m, 1
123, m, 1
123, m, 2
123, m, 3
124, m, 1
124, m, 2
125, m, 2
125, m, 3
125, m, 1
126, m, 2
126, m, 3
126, m, 1
127, m, 1
127, m, 3
127, m, 2
128, m, 1
128, m, 3
129, m, 1
129, m, 2
129, m, 3
130, m, 3
130, m, 2
131, m, 2
131, m, 3
132, m, 3
132, m, 2
133, m, 3
133, m, 1
133, m, 2
134, m, 3
134, m, 2
134, m, 1
135, m, 1
135, m, 2
136, m, 2
136, m, 3
137, m, 2
137, m, 1
137, m, 3
138, m, 1
138, m, 2
138, m, 3
139, m, 1
139, m, 2
139, m, 3
140, m, 2
140, m, 1
141, m, 1
141, m, 2
142, m, 2
142, m, 3
143, m, 1
143, m, 2
144, m, 3
144, m, 2
145, m, 3
145, m, 2
146, m, 1
146, m, 3
147, m, 1
147, m, 2
147, m, 3
148, m, 1
148, m, 3
148, m, 2
149, m, 2
149, m, 3
149, m, 1
150, m, 3
150, m, 1
151, m, 1
151, m, 2
151, m, 3
152, m, 1
152, m, 3
153, m, 2
153, m, 1
154, m, 1
154, m, 3
155, m, 1
155, m, 2
155, m, 3
156, m, 3
156, m, 2
156, m, 1
157, m, 2
157, m, 3
157, m, 1
158, m, 2
158, m, 1
158, m, 3
159, m, 1
159, m, 2
160, m, 1
160, m, 2
160, m, 3
161, m, 2
161, m, 3
162, m, 1
162, m, 2
162, m, 3
163, m, 2
163, m, 3
163, m, 1
164, m, 3
164, m, 1
165, m, 1
165, m, 3
165, m, 2
166, m, 1
166, m, 3
166, m, 2
167, m, 1
167, m, 2
168, m, 2
168, m, 1
169, m, 2
169, m, 3
169, m, 1
170, m, 3
170, m, 1
170, m, 2
171, m, 3
171, m, 1
172, m, 2
172, m, 1
172, m, 3
173, m, 2
173, m, 1
173, m, 3
174, m, 3
174, m, 1
175, m, 3
175, m, 1
175, m, 2
176, m, 3
176, m, 2
177, m, 1
177, m, 2
178, m, 1
178, m, 2
178, m, 3
179, m, 3
179, m, 2
180, m, 3
180, m, 1
180, m, 2
181, m, 1
181, m, 3
182, m, 3
182, m, 2
183, m, 1
183, m, 3
184, m, 1
184, m, 3
185, m, 1
185, m, 2
186, m, 2
186, m, 1
187, m, 2
187, m, 1
188, m, 1
188, m, 2
189, m, 3
189, m, 2
189, m, 1
190, m, 1
190, m, 3
190, m, 2
191, m, 1
191, m, 3
191, m, 2
192, m, 1
192, m, 2
192, m, 3
193, m, 3
193, m, 1
193, m, 2
194, m, 3
194, m, 2
194, m, 1
195, m, 1
195, m, 3
195, m, 2
196, m, 3
196, m, 1
197, m, 1
197, m, 3
198, m, 1
198, m, 2
199, m, 2
199, m, 3
200, m, 2
200, m, 1
201, m, 2
201, m, 3
201, m, 1
202, m, 3
202, m, 1
202, m, 2
203, m, 1
203, m, 3
203, m, 2
204, m, 1
204, m, 2
205, m, 2
205, m, 3
206, m, 2
206, m, 3
207, m, 3
207, m, 1
208, m, 2
208, m, 1
208, m, 3
209, m, 1
209, m, 3
210, m, 2
210, m, 3
210, m, 1
211, m, 1
211, m, 3
211, m, 2
212, m, 3
212, m, 1
213, m, 2
213, m, 3
213, m, 1
214, m, 3
214, m, 2
214, m, 1
215, m, 1
215, m, 3
216, m, 2
216, m, 3
216, m, 1
217, m, 2
217, m, 3
217, m, 1
218, m, 3
218, m, 2
219, m, 2
219, m, 1
220, m, 2
220, m, 1
220, m, 3
221, m, 2
221, m, 3
221, m, 1
222, m, 2
222, m, 1
222, m, 3
223, m, 1
223, m, 2
223, m, 3
224, m, 1
224, m, 3
225, m, 1
225, m, 3
226, m, 1
226, m, 3
226, m, 2
227, m, 2
227, m, 3
227, m, 1
228, m, 3
228, m, 2
228, m, 1
229, m, 2
229, m, 1
230, m, 2
230, m, 1
231, m, 3
231, m, 2
232, m, 3
232, m, 2
233, m, 1
233, m, 3
233, m, 2
234, m, 1
234, m, 2
234, m, 3
235, m, 1
235, m, 2
235, m, 3
236, m, 1
236, m, 3
236, m, 2
237, m, 1
237, m, 2
238, m, 1
238, m, 2
239, m, 1
239, m, 3
239, m, 2
240, m, 1
240, m, 3
240, m, 2
241, m, 3
241, m, 1
242, m, 3
242, m, 2
243, m, 3
243, m, 2
244, m, 2
244, m, 3
245, m, 3
245, m, 1
245, m, 2
246, m, 2
246, m, 1
247, m, 2
247, m, 3
247, m, 1
248, m, 1
248, m, 2
249, m, 2
249, m, 1
250, m, 3
250, m, 2
251, m, 3
251, m, 2
251, m, 1
252, m, 3
252, m, 1
252, m, 2
253, m, 2
253, m, 1
254, m, 3
254, m, 2
255, m, 3
255, m, 2
256, m, 1
256, m, 2
257, f, 3
257, f, 1
258, f, 2
258, f, 1
259, f, 3
259, f, 2
260, f, 3
260, f, 2
260, f, 1
261, f, 2
261, f, 1
262, f, 3
262, f, 1
262, f, 2
263, f, 3
263, f, 2
263, f, 1
264, f, 2
264, f, 1
265, f, 3
265, f, 2
266, f, 3
266, f, 2
266, f, 1
267, f, 3
267, f, 1
267, f, 2
268, f, 2
268, f, 1
268, f, 3
269, f, 2
269, f, 1
269, f, 3
270, f, 2
270, f, 1
271, f, 3
271, f, 1
272, f, 2
272, f, 1
273, f, 2
273, f, 1
273, f, 3
274, f, 3
274, f, 1
275, f, 1
275, f, 2
275, f, 3
276, f, 1
276, f, 3
276, f, 2
277, f, 1
277, f, 2
277, f, 3
278, f, 1
278, f, 2
279, f, 1
279, f, 2
279, f, 3
280, f, 3
280, f, 2
281, f, 3
281, f, 1
281, f, 2
282, f, 1
282, f, 2
283, f, 2
283, f, 3
284, f, 1
284, f, 3
285, f, 2
285, f, 3
286, f, 2
286, f, 1
287, f, 3
287, f, 1
288, f, 1
288, f, 3
288, f, 2
289, f, 3
289, f, 1
289, f, 2
290, f, 2
290, f, 3
291, f, 1
291, f, 2
292, f, 1
292, f, 3
293, f, 2
293, f, 1
294, f, 2
294, f, 1
295, f, 1
295, f, 3
296, f, 1
296, f, 3
296, f, 2
297, f, 2
297, f, 3
298, f, 1
298, f, 2
298, f, 3
299, f, 1
299, f, 2
300, f, 3
300, f, 2
301, f, 1
