name, sex, hobby
1, m, 1
1, m, 3
1, m, 2
2, m, 1
2, m, 2
3, m, 1
3, m, 2
3, m, 3
4, m, 1
4, m, 3
4, m, 2
5, m, 3
5, m, 1
5, m, 2
6, m, 2
6, m, 1
6, m, 3
7, m, 2
7, m, 1
7, m, 3
8, m, 2
8, m, 3
8, m, 1
9, m, 3
9, m, 1
9, m, 2
10, m, 1
10, m, 3
11, m, 2
11, m, 3
12, m, 1
12, m, 3
12, m, 2
13, m, 1
13, m, 3
13, m, 2
14, m, 2
14, m, 1
15, m, 1
15, m, 2
15, m, 3
16, m, 2
16, m, 3
16, m, 1
17, m, 3
17, m, 2
17, m, 1
18, m, 2
18, m, 1
19, m, 1
19, m, 3
20, m, 2
20, m, 1
21, m, 2
21, m, 1
21, m, 3
22, m, 3
22, m, 1
22, m, 2
23, m, 2
23, m, 1
23, m, 3
24, m, 1
24, m, 2
25, m, 2
25, m, 1
25, m, 3
26, m, 3
26, m, 1
27, m, 3
27, m, 1
28, m, 2
28, m, 3
29, m, 1
29, m, 2
29, m, 3
30, m, 2
30, m, 1
30, m, 3
31, m, 1
31, m, 3
31, m, 2
32, m, 1
32, m, 2
33, m, 1
33, m, 3
34, m, 1
34, m, 3
35, m, 3
35, m, 1
36, m, 1
36, m, 2
36, m, 3
37, m, 1
37, m, 3
38, m, 2
38, m, 3
39, m, 2
39, m, 3
39, m, 1
40, m, 2
40, m, 3
40, m, 1
41, m, 2
41, m, 3
41, m, 1
42, m, 3
42, m, 1
43, m, 1
43, m, 3
44, m, 1
44, m, 3
44, m, 2
45, m, 1
45, m, 2
45, m, 3
46, m, 1
46, m, 2
47, m, 2
47, m, 1
47, m, 3
48, m, 2
48, m, 3
48, m, 1
49, m, 3
49, m, 2
49, m, 1
50, m, 1
50, m, 2
50, m, 3
51, m, 3
51, m, 1
52, m, 3
52, m, 2
53, m, 2
53, m, 1
54, m, 1
54, m, 3
55, m, 1
55, m, 3
56, m, 2
56, m, 3
57, m, 1
57, m, 3
58, m, 2
58, m, 3
58, m, 1
59, m, 3
59, m, 2
60, m, 2
60, m, 1
60, m, 3
61, m, 1
61, m, 3
61, m, 2
62, m, 1
62, m, 2
63, m, 1
63, m, 3
64, m, 1
64, m, 3
65, m, 1
65, m, 3
66, m, 3
66, m, 1
67, m, 3
67, m, 2
67, m, 1
68, m, 2
68, m, 1
69, m, 3
69, m, 1
69, m, 2
70, m, 2
70, m, 1
70, m, 3
71, m, 1
71, m, 3
71, m, 2
72, m, 2
72, m, 3
72, m, 1
73, m, 1
73, m, 2
73, m, 3
74, m, 3
74, m, 1
74, m, 2
75, m, 3
75, m, 2
76, m, 1
76, m, 3
77, m, 3
77, m, 2
77, m, 1
78, m, 1
78, m, 2
78, m, 3
79, m, 1
79, m, 3
79, m, 2
80, m, 2
80, m, 3
80, m, 1
81, m, 2
81, m, 3
82, m, 2
82, m, 1
83, m, 3
83, m, 1
84, m, 3
84, m, 2
84, m, 1
85, m, 1
85, m, 2
85, m, 3
86, m, 3
86, m, 2
87, m, 1
87, m, 2
87, m, 3
88, m, 3
88, m, 1
88, m, 2
89, m, 1
89, m, 3
89, m, 2
90, m, 1
90, m, 2
90, m, 3
91, m, 1
91, m, 2
91, m, 3
92, m, 1
92, m, 3
93, m, 1
93, m, 2
93, m, 3
94, m, 1
94, m, 3
95, m, 3
95, m, 2
95, m, 1
96, m, 3
96, m, 2
96, m, 1
97, m, 3
97, m, 1
97, m, 2
98, m, 1
98, m, 3
99, m, 2
99, m, 3
99, m, 1
100, m, 1
100, m, 2
100, m, 3
101, m, 3
101, m, 2
101, m, 1
102, m, 3
102, m, 2
103, m, 2
103, m, 3
104, m, 2
104, m, 3
105, m, 2
105, m, 1
106, m, 2
106, m, 3
106, m, 1
107, m, 1
107, m, 3
107, m, 2
108, m, 2
108, m, 3
109, m, 1
109, m, 2
109, m, 3
110, m, 1
110, m, 2
110, m, 3
111, m, 1
111, m, 2
112, m, 2
112, m, 3
112, m, 1
113, m, 1
113, m, 3
114, m, 3
114, m, 2
114, m, 1
115, m, 2
115, m, 3
116, m, 3
116, m, 1
116, m, 2
117, m, 2
117, m, 3
117, m, 1
118, m, 2
118, m, 1
118, m, 3
119, m, 1
119, m, 2
120, m, 3
120, m, 2
120, m, 1
121, m, 2
121, m, 3
121, m, 1
122, m, 3
122, m, 2
122, m, 1
123, m, 1
123, m, 2
123, m, 3
124, m, 1
124, m, 2
125, m, 2
125, m, 3
125, m, 1
126, m, 2
126, m, 3
126, m, 1
127, m, 1
127, m, 3
127, m, 2
128, m, 1
128, m, 3
129, f, 1
129, f, 2
129, f, 3
130, f, 3
130, f, 2
131, f, 2
131, f, 3
132, f, 3
132, f, 2
133, f, 3
133, f, 1
133, f, 2
134, f, 3
134, f, 2
134, f, 1
135, f, 1
135, f, 2
136, f, 2
136, f, 3
137, f, 2
137, f, 1
137, f, 3
138, f, 1
138, f, 2
138, f, 3
139, f, 1
139, f, 2
139, f, 3
140, f, 2
140, f, 1
141, f, 1
141, f, 2
142, f, 2
142, f, 3
143, f, 1
143, f, 2
144, f, 3
144, f, 2
145, f, 3
145, f, 2
146, f, 1
146, f, 3
147, f, 1
147, f, 2
147, f, 3
148, f, 1
148, f, 3
148, f, 2
149, f, 2
149, f, 3
149, f, 1
150, f, 3
150, f, 1
151, f, 1
151, f, 2
151, f, 3
152, f, 1
152, f, 3
153, f, 2
153, f, 1
154, f, 1
154, f, 3
155, f, 1
155, f, 2
155, f, 3
156, f, 3
156, f, 2
156, f, 1
157, f, 2
157, f, 3
157, f, 1
158, f, 2
158, f, 1
158, f, 3
159, f, 1
159, f, 2
160, f, 1
160, f, 2
160, f, 3
161, f, 2
161, f, 3
162, f, 1
162, f, 2
162, f, 3
163, f, 2
163, f, 3
163, f, 1
164, f, 3
164, f, 1
165, f, 1
165, f, 3
165, f, 2
166, f, 1
166, f, 3
166, f, 2
167, f, 1
167, f, 2
168, f, 2
168, f, 1
169, f, 2
169, f, 3
169, f, 1
170, f, 3
170, f, 1
170, f, 2
171, f, 3
171, f, 1
172, f, 2
172, f, 1
172, f, 3
173, f, 2
173, f, 1
173, f, 3
174, f, 3
174, f, 1
175, f, 3
175, f, 1
175, f, 2
176, f, 3
176, f, 2
177, f, 1
177, f, 2
178, f, 1
178, f, 2
178, f, 3
179, f, 3
179, f, 2
180, f, 3
180, f, 1
180, f, 2
181, f, 1
181, f, 3
182, f, 3
182, f, 2
183, f, 1
183, f, 3
184, f, 1
184, f, 3
185, f, 1
185, f, 2
186, f, 2
186, f, 1
187, f, 2
187, f, 1
188, f, 1
188, f, 2
189, f, 3
189, f, 2
189, f, 1
190, f, 1
190, f, 3
190, f, 2
191, f, 1
191, f, 3
191, f, 2
192, f, 1
192, f, 2
192, f, 3
193, f, 3
193, f, 1
193, f, 2
194, f, 3
194, f, 2
194, f, 1
195, f, 1
195, f, 3
195, f, 2
196, f, 3
196, f, 1
197, f, 1
197, f, 3
198, f, 1
198, f, 2
199, f, 2
199, f, 3
200, f, 2
200, f, 1
201, f, 2
201, f, 3
201, f, 1
202, f, 3
202, f, 1
202, f, 2
203, f, 1
203, f, 3
203, f, 2
204, f, 1
204, f, 2
205, f, 2
205, f, 3
206, f, 2
206, f, 3
207, f, 3
207, f, 1
208, f, 2
208, f, 1
208, f, 3
209, f, 1
209, f, 3
210, f, 2
210, f, 3
210, f, 1
211, f, 1
211, f, 3
211, f, 2
212, f, 3
212, f, 1
213, f, 2
213, f, 3
213, f, 1
214, f, 3
214, f, 2
214, f, 1
215, f, 1
215, f, 3
216, f, 2
216, f, 3
216, f, 1
217, f, 2
217, f, 3
217, f, 1
218, f, 3
218, f, 2
219, f, 2
219, f, 1
220, f, 2
220, f, 1
220, f, 3
221, f, 2
221, f, 3
221, f, 1
222, f, 2
222, f, 1
222, f, 3
223, f, 1
223, f, 2
223, f, 3
224, f, 1
224, f, 3
225, f, 1
225, f, 3
226, f, 1
226, f, 3
226, f, 2
227, f, 2
227, f, 3
227, f, 1
228, f, 3
228, f, 2
228, f, 1
229, f, 2
229, f, 1
230, f, 2
230, f, 1
231, f, 3
231, f, 2
232, f, 3
232, f, 2
233, f, 1
233, f, 3
233, f, 2
234, f, 1
234, f, 2
234, f, 3
235, f, 1
235, f, 2
235, f, 3
236, f, 1
236, f, 3
236, f, 2
237, f, 1
237, f, 2
238, f, 1
238, f, 2
239, f, 1
239, f, 3
239, f, 2
240, f, 1
240, f, 3
240, f, 2
241, f, 3
241, f, 1
242, f, 3
242, f, 2
243, f, 3
243, f, 2
244, f, 2
244, f, 3
245, f, 3
245, f, 1
245, f, 2
246, f, 2
246, f, 1
247, f, 2
247, f, 3
247, f, 1
248, f, 1
248, f, 2
249, f, 2
249, f, 1
250, f, 3
250, f, 2
251, f, 3
251, f, 2
251, f, 1
252, f, 3
252, f, 1
252, f, 2
253, f, 2
253, f, 1
254, f, 3
254, f, 2
255, f, 3
255, f, 2
256, f, 1
256, f, 2
