name, sex, hobby
1, m, 1
1, m, 14
1, m, 16
1, m, 12
1, m, 8
1, m, 5
1, m, 17
1, m, 10
1, m, 6
1, m, 7
1, m, 20
1, m, 4
1, m, 9
1, m, 19
1, m, 18
1, m, 2
1, m, 15
1, m, 11
2, m, 11
2, m, 4
2, m, 9
2, m, 15
2, m, 12
2, m, 5
2, m, 2
2, m, 14
2, m, 16
2, m, 3
2, m, 19
2, m, 10
2, m, 20
2, m, 6
2, m, 7
2, m, 17
2, m, 8
3, m, 1
3, m, 13
3, m, 12
3, m, 17
3, m, 8
3, m, 18
3, m, 11
3, m, 4
3, m, 3
3, m, 19
3, m, 14
3, m, 2
3, m, 16
3, m, 7
3, m, 10
3, m, 9
3, m, 6
3, m, 20
3, m, 5
4, m, 17
4, m, 6
4, m, 13
4, m, 19
4, m, 3
4, m, 14
4, m, 7
4, m, 12
4, m, 9
4, m, 5
4, m, 2
4, m, 18
4, m, 10
4, m, 1
4, m, 16
5, m, 7
5, m, 2
5, m, 18
5, m, 16
5, m, 19
5, m, 12
5, m, 15
5, m, 14
5, m, 4
5, m, 6
5, m, 8
5, m, 10
5, m, 1
5, m, 13
5, m, 3
5, m, 11
5, m, 9
6, m, 2
6, m, 20
6, m, 9
6, m, 12
6, m, 1
6, m, 4
6, m, 11
6, m, 14
6, m, 15
6, m, 19
6, m, 7
6, m, 16
6, m, 10
7, m, 12
7, m, 2
7, m, 9
7, m, 13
7, m, 3
7, m, 4
7, m, 16
7, m, 10
7, m, 5
7, m, 6
7, m, 1
7, m, 8
7, m, 20
7, m, 7
7, m, 14
7, m, 19
7, m, 17
8, m, 10
8, m, 13
8, m, 5
8, m, 7
8, m, 15
8, m, 6
8, m, 1
8, m, 3
8, m, 11
8, m, 14
8, m, 20
8, m, 9
8, m, 17
8, m, 2
8, m, 8
8, m, 12
8, m, 19
8, m, 16
9, m, 18
9, m, 13
9, m, 15
9, m, 6
9, m, 11
9, m, 16
9, m, 8
9, m, 2
9, m, 10
9, m, 3
9, m, 19
9, m, 12
9, m, 5
9, m, 17
9, m, 1
9, m, 4
10, m, 6
10, m, 2
10, m, 3
10, m, 11
10, m, 16
10, m, 14
10, m, 12
10, m, 10
10, m, 19
10, m, 5
10, m, 18
10, m, 9
10, m, 17
10, m, 7
11, m, 1
11, m, 16
11, m, 6
11, m, 11
11, m, 13
11, m, 5
11, m, 18
11, m, 10
11, m, 9
11, m, 19
11, m, 7
11, m, 2
11, m, 12
11, m, 14
11, m, 17
11, m, 3
12, m, 2
12, m, 5
12, m, 13
12, m, 8
12, m, 15
12, m, 18
12, m, 11
12, m, 9
12, m, 6
12, m, 4
12, m, 14
12, m, 19
12, m, 16
12, m, 1
12, m, 12
12, m, 7
12, m, 3
13, m, 5
13, m, 19
13, m, 20
13, m, 9
13, m, 18
13, m, 10
13, m, 7
13, m, 8
13, m, 11
13, m, 6
13, m, 13
13, m, 3
13, m, 16
13, m, 14
13, m, 2
13, m, 1
13, m, 17
14, m, 6
14, m, 15
14, m, 9
14, m, 17
14, m, 18
14, m, 14
14, m, 1
14, m, 3
14, m, 13
14, m, 7
14, m, 16
14, m, 20
14, m, 2
14, m, 11
14, m, 19
14, m, 5
14, m, 4
14, m, 12
14, m, 10
15, m, 20
15, m, 5
15, m, 13
15, m, 8
15, m, 16
15, m, 12
15, m, 17
15, m, 4
15, m, 6
15, m, 11
16, m, 15
16, m, 7
16, m, 5
16, m, 11
16, m, 20
16, m, 16
16, m, 9
16, m, 8
16, m, 3
16, m, 19
16, m, 10
16, m, 2
16, m, 17
16, m, 12
16, m, 1
16, m, 6
16, m, 18
16, m, 14
16, m, 4
16, m, 13
17, m, 11
17, m, 7
17, m, 19
17, m, 18
17, m, 8
17, m, 6
17, m, 17
17, m, 1
17, m, 9
17, m, 3
18, m, 16
18, m, 6
18, m, 12
18, m, 18
18, m, 19
18, m, 11
18, m, 13
18, m, 1
18, m, 5
18, m, 14
19, m, 17
19, m, 11
19, m, 16
19, m, 7
19, m, 6
19, m, 13
19, m, 14
19, m, 1
19, m, 2
19, m, 8
19, m, 18
19, m, 12
20, m, 20
20, m, 12
20, m, 4
20, m, 9
20, m, 5
20, m, 18
20, m, 3
20, m, 7
20, m, 17
20, m, 10
20, m, 13
20, m, 16
20, m, 1
20, m, 15
20, m, 8
20, m, 19
20, m, 14
20, m, 6
20, m, 11
20, m, 2
21, m, 12
21, m, 5
21, m, 14
21, m, 19
21, m, 13
21, m, 15
21, m, 3
21, m, 4
