name,sex,hobby
1,f,3
1,f,2
1,f,5
2,f,1
2,f,5
2,f,2
3,m,4
3,m,5
3,m,2
4,m,4
4,m,3
4,m,1
4,m,5
4,m,2
5,f,4
5,f,3
5,f,1
5,f,5
6,f,3
6,f,4
6,f,2
6,f,5
7,m,2
7,m,4
7,m,3
7,m,1
8,m,1
8,m,4
8,m,3
8,m,5
8,m,2
9,f,2
9,f,4
9,f,5
9,f,3
9,f,1
10,f,1
10,f,5
10,f,2
10,f,3
11,m,2
11,m,4
11,m,1
11,m,3
12,f,3
12,f,4
12,f,1
12,f,2
12,f,5
13,m,4
13,m,1
13,m,2
14,m,4
14,m,2
14,m,1
15,f,3
15,f,2
15,f,5
15,f,4
16,m,2
16,m,3
16,m,1
16,m,4
17,m,4
17,m,2
17,m,5
18,f,5
18,f,2
18,f,3
19,f,2
19,f,5
19,f,3
20,m,1
20,m,3
20,m,5
20,m,4
20,m,2
21,f,1
21,f,2
21,f,4
21,f,3
21,f,5
22,m,2
22,m,1
22,m,3
23,m,2
23,m,1
23,m,3
24,m,3
24,m,4
24,m,1
24,m,2
24,m,5
25,f,5
25,f,3
25,f,4
25,f,2
26,m,3
26,m,4
26,m,1
26,m,5
26,m,2
27,m,1
27,m,5
27,m,4
28,f,3
28,f,4
28,f,1
29,m,4
29,m,5
29,m,3
30,f,3
30,f,4
30,f,1
30,f,2
30,f,5
31,m,3
31,m,4
31,m,1
31,m,2
31,m,5
32,m,3
32,m,5
32,m,4
32,m,2
32,m,1
33,m,5
33,m,4
33,m,1
33,m,2
34,m,5
34,m,1
34,m,2
34,m,4
35,m,3
35,m,1
35,m,5
35,m,4
36,f,1
36,f,2
36,f,4
36,f,3
36,f,5
37,m,3
37,m,1
37,m,5
37,m,4
37,m,2
38,m,2
38,m,5
38,m,4
38,m,3
39,f,3
39,f,1
39,f,2
39,f,4
40,m,1
40,m,2
40,m,3
41,f,2
41,f,3
41,f,1
42,m,3
42,m,1
42,m,5
42,m,2
42,m,4
43,f,4
43,f,3
43,f,1
43,f,5
44,m,3
44,m,4
44,m,5
44,m,1
45,f,1
45,f,3
45,f,4
46,m,1
46,m,5
46,m,2
46,m,4
47,m,2
47,m,1
47,m,4
47,m,3
47,m,5
48,f,4
48,f,2
48,f,1
48,f,3
48,f,5
49,m,5
49,m,4
49,m,3
50,m,5
50,m,3
50,m,4
50,m,1
50,m,2
51,f,3
51,f,5
51,f,1
52,m,2
52,m,5
52,m,4
52,m,1
53,f,3
53,f,4
53,f,1
54,f,4
54,f,2
54,f,3
55,m,2
55,m,3
55,m,1
55,m,5
56,f,1
56,f,5
56,f,3
56,f,4
56,f,2
57,f,3
57,f,1
57,f,2
57,f,5
57,f,4
58,f,5
58,f,4
58,f,2
59,f,3
59,f,5
59,f,2
59,f,4
59,f,1
60,f,2
60,f,4
60,f,5
61,f,1
61,f,5
61,f,2
61,f,4
62,f,5
62,f,3
62,f,1
62,f,4
63,f,4
63,f,3
63,f,1
63,f,2
63,f,5
64,f,1
64,f,4
64,f,5
64,f,3
