name,sex,hobby
1,f,2
1,f,1
2,m,1
2,m,2
3,m,1
3,m,2
4,f,1
4,f,3
4,f,2
5,m,3
5,m,2
6,m,2
6,m,1
6,m,3
7,m,3
7,m,1
8,f,2
8,f,3
8,f,1
9,m,1
9,m,3
9,m,2
10,m,3
10,m,1
11,f,3
11,f,1
12,m,2
12,m,3
12,m,1
13,m,2
13,m,3
13,m,1
14,f,1
14,f,2
14,f,3
15,m,2
15,m,1
16,f,3
16,f,2
16,f,1
17,f,1
17,f,2
17,f,3
18,m,1
18,m,2
18,m,3
19,m,2
19,m,1
20,m,3
20,m,1
20,m,2
21,m,2
21,m,1
22,m,1
22,m,2
23,m,2
23,m,3
23,m,1
24,f,2
24,f,1
24,f,3
25,f,3
25,f,1
26,f,1
26,f,2
26,f,3
27,f,3
27,f,2
27,f,1
28,f,2
28,f,3
29,f,1
29,f,3
30,f,3
30,f,1
31,f,1
31,f,3
32,f,2
32,f,1
