name, sex, hobby
1, m, 1
1, m, 4
1, m, 5
1, m, 2
2, m, 1
2, m, 5
3, m, 1
4, m, 5
4, m, 1
4, m, 3
4, m, 4
5, m, 4
5, m, 2
5, m, 5
5, m, 3
6, m, 1
6, m, 3
6, m, 5
7, m, 3
7, m, 4
7, m, 2
8, m, 4
8, m, 5
8, m, 2
8, m, 3
9, m, 1
9, m, 3
10, m, 5
11, m, 4
12, m, 5
12, m, 1
12, m, 4
13, m, 4
13, m, 2
14, m, 2
14, m, 1
14, m, 4
14, m, 3
14, m, 5
15, m, 2
16, m, 5
16, m, 2
16, m, 4
16, m, 1
16, m, 3
17, m, 3
17, m, 4
17, m, 1
17, m, 2
17, m, 5
18, m, 2
18, m, 5
19, m, 3
20, m, 4
20, m, 2
21, m, 5
22, m, 5
22, m, 2
22, m, 3
22, m, 4
23, m, 2
23, m, 3
23, m, 1
24, m, 2
24, m, 4
25, m, 3
25, m, 2
25, m, 1
26, m, 2
26, m, 3
26, m, 5
26, m, 1
26, m, 4
27, m, 3
27, m, 5
27, m, 1
28, m, 4
28, m, 3
28, m, 2
29, m, 2
30, m, 2
30, m, 4
30, m, 5
31, m, 1
32, m, 1
32, m, 2
33, m, 2
33, m, 1
33, m, 5
33, m, 3
33, m, 4
34, m, 3
34, m, 1
34, m, 2
35, m, 1
35, m, 2
35, m, 4
35, m, 3
36, m, 5
36, m, 4
37, m, 3
37, m, 1
37, m, 5
38, m, 4
38, m, 3
38, m, 5
39, m, 4
39, m, 1
39, m, 3
40, m, 1
40, m, 3
40, m, 2
40, m, 5
41, m, 1
41, m, 5
41, m, 3
41, m, 4
41, m, 2
42, m, 2
42, m, 1
42, m, 3
43, m, 4
43, m, 3
43, m, 2
44, m, 5
45, m, 4
45, m, 5
45, m, 2
46, m, 4
46, m, 1
46, m, 5
46, m, 2
47, m, 3
47, m, 2
47, m, 5
48, m, 1
49, m, 4
49, m, 2
49, m, 3
49, m, 1
49, m, 5
50, m, 4
51, m, 2
52, m, 2
52, m, 4
52, m, 5
53, m, 1
53, m, 5
54, m, 2
54, m, 5
54, m, 3
54, m, 1
55, m, 4
55, m, 3
55, m, 2
55, m, 1
55, m, 5
56, m, 2
56, m, 5
56, m, 1
56, m, 3
56, m, 4
57, m, 1
58, m, 5
58, m, 2
59, m, 5
60, m, 1
60, m, 5
60, m, 2
61, m, 2
61, m, 5
61, m, 4
61, m, 3
62, m, 1
62, m, 3
62, m, 4
63, m, 5
63, m, 2
63, m, 3
64, m, 3
64, m, 1
64, m, 5
64, m, 4
65, m, 5
66, m, 4
66, m, 2
67, m, 4
67, m, 5
67, m, 1
67, m, 2
67, m, 3
68, m, 4
68, m, 2
68, m, 1
68, m, 3
68, m, 5
69, m, 1
69, m, 2
69, m, 5
69, m, 4
70, m, 5
70, m, 3
70, m, 4
70, m, 1
70, m, 2
71, m, 4
71, m, 2
72, m, 1
72, m, 4
72, m, 3
72, m, 5
73, m, 2
73, m, 3
73, m, 5
73, m, 1
73, m, 4
74, m, 1
75, m, 2
75, m, 4
75, m, 5
75, m, 3
76, m, 4
76, m, 1
76, m, 2
76, m, 5
77, m, 5
78, m, 4
78, m, 1
78, m, 2
79, m, 3
79, m, 4
79, m, 1
80, m, 4
80, m, 1
80, m, 5
80, m, 3
81, m, 1
81, m, 3
81, m, 2
82, m, 2
82, m, 1
82, m, 5
82, m, 3
82, m, 4
83, m, 5
83, m, 1
83, m, 3
84, m, 1
84, m, 3
84, m, 5
84, m, 4
85, m, 3
85, m, 1
85, m, 4
85, m, 5
85, m, 2
86, m, 3
86, m, 5
86, m, 2
86, m, 4
87, m, 1
87, m, 4
88, m, 4
88, m, 5
88, m, 1
88, m, 3
88, m, 2
89, m, 1
89, m, 5
90, m, 3
90, m, 1
90, m, 2
90, m, 5
90, m, 4
91, m, 2
92, m, 1
92, m, 4
92, m, 5
92, m, 2
93, m, 3
93, m, 4
93, m, 2
94, m, 4
94, m, 5
94, m, 1
94, m, 3
95, m, 1
95, m, 4
95, m, 5
96, m, 2
96, m, 1
96, m, 3
96, m, 5
97, m, 2
98, m, 1
98, m, 2
99, m, 5
100, m, 5
100, m, 2
101, m, 2
101, m, 5
102, m, 4
102, m, 5
102, m, 2
102, m, 1
103, m, 4
103, m, 5
103, m, 3
104, m, 1
104, m, 5
105, m, 4
105, m, 2
105, m, 5
106, m, 2
106, m, 1
106, m, 3
107, m, 3
108, m, 5
108, m, 3
108, m, 1
108, m, 4
108, m, 2
109, m, 5
109, m, 4
109, m, 3
110, m, 5
110, m, 3
110, m, 1
110, m, 2
111, m, 3
111, m, 1
111, m, 2
111, m, 5
111, m, 4
112, m, 2
112, m, 4
112, m, 3
113, m, 4
113, m, 5
113, m, 1
114, m, 4
114, m, 1
114, m, 2
115, m, 5
115, m, 2
115, m, 1
115, m, 3
115, m, 4
116, m, 5
116, m, 1
116, m, 3
116, m, 4
116, m, 2
117, m, 4
117, m, 5
117, m, 3
117, m, 1
117, m, 2
118, m, 5
118, m, 3
118, m, 1
118, m, 2
118, m, 4
119, m, 1
120, m, 5
120, m, 3
120, m, 2
120, m, 1
121, m, 5
121, m, 2
121, m, 1
122, m, 4
123, m, 3
124, m, 1
124, m, 4
124, m, 3
124, m, 2
124, m, 5
125, m, 1
125, m, 4
126, m, 3
126, m, 1
126, m, 2
126, m, 4
126, m, 5
127, m, 1
127, m, 5
127, m, 4
127, m, 2
127, m, 3
128, m, 4
128, m, 1
128, m, 2
128, m, 5
128, m, 3
129, m, 5
129, m, 3
130, m, 3
130, m, 4
130, m, 1
130, m, 2
131, m, 1
131, m, 4
131, m, 2
131, m, 3
132, m, 2
132, m, 3
132, m, 5
133, m, 2
134, m, 3
135, m, 3
136, m, 1
136, m, 2
136, m, 3
136, m, 5
137, m, 3
137, m, 1
137, m, 5
137, m, 4
137, m, 2
138, m, 4
138, m, 2
138, m, 1
139, m, 1
139, m, 2
139, m, 3
139, m, 5
139, m, 4
140, m, 2
140, m, 1
141, m, 4
141, m, 3
141, m, 1
142, m, 3
142, m, 5
143, m, 4
143, m, 2
143, m, 3
143, m, 5
144, m, 3
144, m, 1
145, m, 2
145, m, 4
145, m, 1
146, m, 2
146, m, 1
146, m, 3
146, m, 4
147, m, 3
148, m, 4
148, m, 2
149, m, 1
149, m, 5
149, m, 4
149, m, 2
150, m, 1
150, m, 5
150, m, 2
150, m, 4
151, m, 2
151, m, 1
151, m, 4
152, m, 2
152, m, 5
152, m, 3
152, m, 4
153, m, 5
153, m, 4
154, m, 2
154, m, 1
154, m, 5
155, m, 1
155, m, 2
155, m, 3
155, m, 5
156, m, 2
157, m, 1
157, m, 5
158, m, 5
158, m, 4
158, m, 1
158, m, 3
158, m, 2
159, m, 4
160, m, 4
161, m, 1
161, m, 3
161, m, 5
161, m, 2
161, m, 4
162, m, 2
162, m, 1
162, m, 3
162, m, 4
162, m, 5
163, m, 2
163, m, 3
164, m, 2
164, m, 3
165, m, 5
165, m, 4
166, m, 2
166, m, 4
166, m, 1
166, m, 5
166, m, 3
167, m, 1
167, m, 5
167, m, 4
167, m, 3
168, m, 1
168, m, 2
169, m, 4
169, m, 1
169, m, 5
169, m, 3
170, m, 5
170, m, 3
170, m, 4
170, m, 1
170, m, 2
171, m, 2
171, m, 5
171, m, 3
171, m, 1
171, m, 4
172, m, 3
172, m, 1
172, m, 4
173, m, 3
173, m, 5
173, m, 1
174, m, 2
174, m, 5
174, m, 3
175, m, 4
175, m, 5
175, m, 3
175, m, 1
176, m, 4
176, m, 1
177, m, 4
177, m, 1
177, m, 2
177, m, 3
178, m, 3
178, m, 5
179, m, 3
179, m, 4
180, m, 4
180, m, 2
181, m, 3
181, m, 2
181, m, 5
181, m, 1
182, m, 3
183, m, 3
183, m, 4
183, m, 1
183, m, 5
183, m, 2
184, m, 2
184, m, 1
184, m, 5
184, m, 3
185, m, 3
185, m, 5
185, m, 2
185, m, 4
186, m, 4
186, m, 2
